GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
spf4j-junit,org.spf4j.junit,Spf4jRunListener,60,77,6,2,8,17,8,6,4,6
spf4j-junit,org.spf4j.junit,RunListenerRegister,149,89,18,6,34,19,18,6,7,5
